Date,Standard4,Taiko4,CtB4,Mania4,Standard3,Taiko3,CtB3,Mania3
2022-09-10,7663,3120,1727,6036,11189,6945,7059,10030
2022-09-11,7665,3122,1727,6038,11189,6945,7059,10032
2022-09-12,7667,3122,1728,6040,11192,6947,7059,10033
2022-09-13,7668,3123,1728,6041,11193,6947,7059,10033
2022-09-14,7669,3123,1728,6043,11197,6951,7059,10033
2022-09-15,7670,3124,1728,6044,11199,6951,7063,10035
2022-09-16,7672,3126,1728,6046,11199,6952,7063,10037
2022-09-17,7674,3127,1729,6050,11199,6952,7063,10041
2022-09-18,7675,3127,1729,6052,11200,6952,7065,10046
2022-09-19,7676,3128,1729,6053,11200,6952,7066,10059
2022-09-20,7677,3129,1730,6053,11202,6957,7068,10059
2022-09-21,7677,3130,1731,6053,11202,6957,7069,10061
2022-09-22,7678,3131,1732,6055,11203,6958,7069,10063
2022-09-23,7679,3131,1732,6057,11203,6958,7072,10063
2022-09-24,7681,3132,1732,6059,11206,6963,7072,10065
2022-09-25,7681,3133,1732,6061,11208,6963,7072,10072
2022-09-26,7683,3134,1733,6064,11211,6963,7068,10080
2022-09-27,7685,3134,1733,6067,11221,6963,7068,10080
2022-09-28,7686,3135,1734,6068,11222,6966,7068,10080
2022-09-29,7688,2593,1734,6070,11225,8883,7068,10083
2022-09-30,7666,2602,1735,6071,11293,8898,7068,10085
2022-10-01,7672,2613,1735,6075,11296,8920,7069,10086
2022-10-02,7675,2618,1735,6080,11297,8923,7072,10091
2022-10-03,7677,2622,1736,6082,11299,8945,7074,10091
2022-10-04,7681,2625,1737,6083,11301,8949,7080,10091
2022-10-05,7684,2632,1738,6085,11304,8966,7082,10098
2022-10-06,7686,2638,1738,6087,11310,8972,7082,10098
2022-10-07,7688,2641,1738,6090,11310,8974,7083,10098
2022-10-08,7691,2648,1739,6092,11316,8976,7083,10100
2022-10-09,7693,2652,1741,6096,11323,8984,7087,10101
2022-10-10,7695,2654,1741,5579,11323,8990,7114,9594
2022-10-11,7697,2660,1741,5599,11325,9002,7114,9607
2022-10-12,7699,2663,1742,5605,11330,9008,7114,9621
2022-10-13,7701,2668,1742,5610,11330,9016,7120,9624
2022-10-14,7703,2671,1743,5614,11330,9024,7120,9627
2022-10-15,7705,2677,1744,5619,11332,9026,7120,9629
2022-10-16,7706,2684,1745,5622,11334,9033,7120,9629
2022-10-17,7707,2689,1746,5625,11336,9033,7122,9641
2022-10-18,7708,2690,1746,5630,11338,9037,7122,9642
2022-10-19,7709,2692,1746,5633,11341,9042,7122,9647
2022-10-20,7710,2697,1747,5635,11346,9056,7122,9651
2022-10-21,7712,2700,1747,5638,11347,9056,7122,9651
2022-10-22,7712,2706,1748,5645,11351,9059,7124,9654
2022-10-23,7714,2710,1749,5651,11354,9065,7137,9655
2022-10-24,7715,2715,1749,5655,11355,9069,7137,9660
2022-10-25,7716,2716,1751,5656,11356,9074,7140,9661
2022-10-26,7717,2719,1751,5658,11357,9076,7142,9662
2022-10-27,7718,2721,1751,5661,11358,9082,7144,9664
2022-10-28,7719,2725,1752,5665,11359,9088,7144,9680
2022-10-29,7721,2731,1752,5669,11367,9094,7144,9680
2022-10-30,7723,2737,1753,5673,11373,9094,7144,9681
2022-10-31,7725,2741,1753,5676,11375,9095,7144,9684
2022-11-01,7726,2745,1754,5680,11375,9096,7144,9691
2022-11-02,7727,2748,1755,5682,11375,9099,7144,9691
2022-11-03,7728,2752,1757,5685,11377,9102,7144,9691
2022-11-04,7731,2757,1757,5688,11377,9102,7147,9695
2022-11-05,7734,2761,1758,5692,11378,9102,7147,9698
2022-11-06,7735,2766,1759,5696,11381,9105,7147,9703
2022-11-07,7737,2768,1759,5699,11385,9111,7148,9707
2022-11-08,7739,2770,1759,5701,11385,9114,7149,9709
2022-11-09,7740,2773,1760,5704,11386,9117,7150,9712
2022-11-10,7742,2776,1760,5705,11389,9129,7152,9724
2022-11-11,7743,2781,1761,5707,11392,9130,7148,9725
2022-11-12,7745,2785,1761,5711,11393,9136,7148,9733
2022-11-13,7747,2790,1761,5713,11394,9138,7147,9737
2022-11-14,7749,2795,1762,5715,11396,9150,7147,9740
2022-11-15,7750,2797,1763,5717,11397,9155,7147,9740
2022-11-16,7750,2799,1763,5719,11401,9157,7147,9737
2022-11-17,7752,2801,1764,5723,11401,9159,7153,9737
2022-11-18,7754,2806,1764,5727,11401,9162,7153,9740
2022-11-19,7755,2811,1764,5730,11403,9170,7156,9745
2022-11-20,7757,2815,1765,5735,11405,9173,7157,9746
2022-11-21,7757,2817,1765,5740,11405,9173,7157,9746
2022-11-22,7758,2819,1765,5740,11403,9178,7157,9741
2022-11-23,7760,2823,1765,5744,11407,9178,7157,9745
2022-11-24,7760,2828,1765,5746,11408,9185,7159,9745
2022-11-25,7762,2833,1765,5749,11408,9191,7162,9745
2022-11-26,7762,2836,1766,5752,11408,9194,7162,9745
2022-11-27,7764,2838,1766,5755,11409,9204,7162,9760
2022-11-28,7766,2841,1767,5760,11410,9208,7164,9761
2022-11-29,7766,2842,1767,5763,11412,9216,7164,9762
2022-11-30,7768,2844,1767,5766,11415,9216,7164,9764
2022-12-01,7769,2846,1767,5768,11421,9218,7164,9764
2022-12-02,7770,2849,1767,5771,11422,9220,7164,9765
2022-12-03,7772,2852,1767,5775,11424,9224,7164,9770
2022-12-04,7774,2855,1768,5779,11424,9228,7167,9776
2022-12-05,7776,2858,1768,5782,11427,9228,7167,9776
2022-12-06,7777,2863,1769,5784,11432,9240,7167,9777
2022-12-07,7778,2864,1770,5789,11436,9241,7168,9779
2022-12-08,7780,2866,1770,5792,11437,9244,7168,9785
2022-12-09,7781,2870,1771,5796,11437,9246,7168,9791
2022-12-10,7782,2873,1772,5800,11439,9247,7171,9791
2022-12-11,7785,2874,1772,5804,11439,9260,7171,9797
2022-12-12,7787,2878,1772,5806,11441,9262,7173,9800
2022-12-13,7789,2882,1772,5808,11442,9262,7173,9805
2022-12-14,7790,2884,1772,5812,11445,9278,7173,9807
2022-12-15,7792,2886,1772,5813,11449,9278,7173,9810
2022-12-16,7793,2888,1773,5816,11450,9283,7173,9829
2022-12-17,7794,2894,1774,5820,11453,9287,7176,9837
2022-12-18,7795,2898,1774,5823,11455,9291,7176,9842
2022-12-19,7796,2902,1775,5825,11456,9301,7177,9847
2022-12-20,7798,2905,1776,5826,11456,9308,7177,9862
2022-12-21,7801,2908,1777,5828,11460,9308,7180,9868
2022-12-22,7803,2909,1777,5831,11461,9308,7181,9872
2022-12-23,7804,2912,1778,5834,11462,9321,7184,9884
2022-12-24,7806,2917,1779,5838,11463,9316,7184,9891
2022-12-25,7808,2921,1779,5843,11464,9328,7184,9893
2022-12-26,7810,2921,1780,5845,11464,9328,7190,9895
2022-12-27,7811,2922,1780,5848,11464,9333,7194,9900
2022-12-28,7815,2924,1780,5851,11464,9334,7195,9900
2022-12-29,7818,2928,1780,5854,11465,9341,7198,9908
2022-12-30,7820,2931,1781,5856,11464,9344,7198,9911
2022-12-31,7821,2934,1781,5859,11468,9344,7204,9923
2023-01-01,7822,2937,1782,5862,11468,9344,7204,9941
2023-01-02,7823,2942,1782,5868,11468,9352,7204,9948
2023-01-03,7824,2944,1782,5869,11468,9353,7204,9953
2023-01-04,7825,2945,1783,5871,11468,9354,7204,9963
2023-01-05,7826,2948,1783,5874,11468,9355,7204,9971
2023-01-06,7827,2952,1784,5875,11469,9358,7205,9973
2023-01-07,7828,2954,1784,5879,11469,9358,7206,9988
2023-01-08,7830,2956,1784,5882,11471,9359,7206,10002
2023-01-09,7832,2958,1785,5884,11473,9362,7206,10006
2023-01-10,7834,2960,1785,5886,11477,9362,7209,10007
2023-01-11,7835,2963,1786,5888,11478,9362,7209,10008
2023-01-12,7837,2964,1786,5891,11479,9372,7209,10017
2023-01-13,7838,2969,1786,5896,11484,9382,7209,10020
2023-01-14,7840,2971,1786,5900,11494,9387,7206,10027
2023-01-15,7843,2974,1787,5905,11495,9391,7212,10029
2023-01-16,7844,2976,1787,5908,11497,9387,7222,10035
2023-01-17,7846,2981,1787,5911,11499,9395,7222,10035
2023-01-18,7847,2984,1788,5913,11501,9400,7222,10038
2023-01-19,7847,2987,1789,5916,11500,9407,7222,10043
2023-01-20,7849,2988,1789,5918,11509,9410,7227,10045
2023-01-21,7851,2993,1789,5920,11511,9420,7227,10050
2023-01-22,7852,2994,1789,5922,11514,9424,7228,10056
2023-01-23,7853,2996,1790,5924,11517,9424,7228,10068
2023-01-24,7854,2997,1790,5926,11517,9433,7228,10069
2023-01-25,7855,2999,1790,5927,11519,9442,7228,10074
2023-01-26,7858,3001,1791,5932,11520,9446,7231,10088
2023-01-27,7859,3003,1791,5934,11519,9446,7236,10104
2023-01-28,7862,3007,1791,5939,11520,9446,7239,10104
2023-01-29,7865,3010,1792,5941,11520,9452,7241,10110
2023-01-30,7867,3011,1793,5944,11520,9452,7244,10110
2023-01-31,7863,3012,1793,5949,11520,9452,7244,10115
2023-02-01,7864,3016,1794,5951,11530,9452,7244,10125
2023-02-02,7867,3017,1794,5954,11533,9452,7249,10126
2023-02-03,7868,3020,1794,5956,11533,9463,7249,10142
2023-02-04,7869,3021,1795,5958,11534,9469,7252,10161
2023-02-05,7871,3024,1796,5962,11536,9469,7256,10170
2023-02-06,7873,3026,1796,5963,11537,9475,7256,10181
2023-02-07,7874,3027,1797,5966,11540,9475,7256,10182
2023-02-08,7876,3028,1798,5969,11545,9482,7256,10188
2023-02-09,7878,3031,1798,5970,11546,9482,7256,10192
2023-02-10,7880,3037,1799,5973,11548,9482,7256,10200
2023-02-11,7881,3040,1799,5975,11550,9490,7256,10204
2023-02-12,7883,3042,1799,5977,11550,9491,7256,10205
2023-02-13,7884,3046,1800,5979,11550,9493,7256,10217
2023-02-14,7885,3049,1800,5981,11551,9497,7258,10217
2023-02-15,7887,3052,1800,5985,11556,9497,7258,10231
2023-02-16,7889,3053,1801,5987,11558,9501,7261,10249
2023-02-17,7889,3056,1801,5989,11558,9502,7261,10257
2023-02-18,7892,3058,1801,5993,11564,9505,7261,10265
2023-02-19,7894,3062,1802,5996,11572,9522,7267,10272
2023-02-20,7896,3064,1802,5998,11576,9531,7267,10280
2023-02-21,7899,3066,1802,6000,11577,9533,7268,10291
2023-02-22,7900,3068,1803,6002,11587,9539,7268,10304
2023-02-23,7902,3072,1803,6005,11590,9549,7268,10312
2023-02-24,7890,3074,1804,6008,11563,9533,7268,10313
2023-02-25,7899,3075,1804,6010,11563,9542,7268,10313
2023-02-26,7903,3080,1804,6014,11566,9551,7270,10332
2023-02-27,7904,3082,1804,6015,11567,9553,7270,10337
2023-02-28,7905,3084,1804,6017,11572,9553,7270,10338
2023-03-01,7906,3086,1805,6018,11573,9556,7277,10339
2023-03-02,7907,3086,1805,6020,11579,9556,7285,10350
2023-03-03,7908,3087,1805,6022,11580,9572,7285,10359
2023-03-04,7909,3090,1805,6025,11582,9572,7285,10360
2023-03-05,7910,3092,1805,6030,11589,9572,7286,10368
2023-03-06,7911,3095,1806,6031,11593,9573,7286,10368
2023-03-07,7912,3099,1806,6035,11594,9583,7286,10390
2023-03-08,7913,3102,1807,6036,11597,9590,7293,10398
2023-03-09,7914,3104,1807,6039,11597,9592,7293,10406
2023-03-10,7915,3105,1808,6041,11597,9597,7293,10411
2023-03-11,7917,3107,1808,6043,11597,9597,7293,10422
2023-03-12,7920,3114,1808,6045,11598,9605,7293,10431
2023-03-13,7922,3118,1809,6046,11598,9615,7293,10434
2023-03-14,7923,3120,1809,6049,11603,9615,7296,10440
2023-03-15,7926,3124,1810,6051,11604,9615,7296,10444
2023-03-16,7928,3127,1810,6054,11608,9624,7296,10450
2023-03-17,7929,3128,1810,6057,11609,9627,7303,10452
2023-03-18,7931,3131,1810,6060,11611,9625,7303,10452
2023-03-19,7931,3134,1811,6063,11618,9628,7309,10456
2023-03-20,7933,3135,1812,6066,11620,9629,7310,10459
2023-03-21,7933,3138,1813,6069,11620,9629,7316,10469
2023-03-22,7934,3140,1814,6070,11621,9629,7316,10471
2023-03-23,7935,3143,1814,6071,11621,9635,7316,10472
2023-03-24,7937,3147,1814,6074,11624,9662,7316,10483
2023-03-25,7938,3150,1814,6077,11628,9668,7316,10493
2023-03-26,7939,3151,1814,6080,11628,9668,7316,10496
2023-03-27,7940,3153,1815,6083,11633,9671,7316,10504
2023-03-28,7942,3156,1815,6085,11634,9673,7316,10510
2023-03-29,7942,3160,1816,6087,11636,9673,7316,10519
2023-03-30,7944,3161,1817,6089,11637,9673,7316,10527
2023-03-31,7945,3162,1817,6091,11637,9676,7316,10531
2023-04-01,7947,3163,1817,6095,11642,9676,7316,10536
2023-04-02,7950,3165,1819,6098,11646,9679,7316,10547
2023-04-03,7951,3169,1820,6101,11646,9679,7322,10550
2023-04-04,7954,3172,1820,6104,11648,9679,7322,10560
2023-04-05,7954,3173,1821,6107,11649,9681,7326,10570
2023-04-06,7956,3175,1822,6109,11650,9682,7326,10570
2023-04-07,7957,3175,1822,6114,11650,9682,7326,10582
2023-04-08,7958,3179,1822,6115,11650,9682,7326,10595
2023-04-09,7959,3182,1823,6119,11651,9686,7327,10602
2023-04-10,7960,3185,1824,6122,11654,9688,7327,10607
2023-04-11,7961,3188,1824,6124,11654,9688,7327,10632
2023-04-12,7963,3189,1825,6125,11656,9688,7327,10638
2023-04-13,7966,3191,1825,6126,11657,9686,7328,10651
2023-04-14,7967,3193,1825,6129,11661,9688,7333,10652
2023-04-15,7969,3198,1825,6133,11665,9688,7334,10662
2023-04-16,7971,3201,1825,6135,11667,9697,7334,10674
2023-04-17,7972,3204,1825,6137,11667,9703,7334,10685
2023-04-18,7974,3205,1825,6139,11668,9703,7334,10689
2023-04-19,7975,3206,1826,6141,11671,9703,7334,10693
2023-04-20,7976,3209,1826,6141,11673,9710,7335,10693
2023-04-21,7978,3211,1826,6144,11674,9712,7335,10711
2023-04-22,7981,3215,1826,6148,11675,9715,7335,10737
2023-04-23,7982,3217,1827,6152,11677,9715,7335,10757
2023-04-24,7984,3217,1828,6155,11678,9715,7335,10767
2023-04-25,7986,3220,1828,6156,11679,9717,7335,10767
2023-04-26,7987,3222,1828,6159,11678,9717,7335,10776
2023-04-27,7988,3223,1828,6161,11680,9719,7336,10788
2023-04-28,7989,3225,1828,6163,11677,9719,7349,10792
2023-04-29,7990,3226,1828,6166,11677,9719,7350,10801
2023-04-30,7992,3227,1828,6169,11678,9719,7350,10806
2023-05-01,7993,3229,1829,6171,11678,9719,7349,10816
2023-05-02,7994,3230,1830,6173,11678,9724,7350,10826
2023-05-03,7994,3232,1831,6174,11680,9724,7350,10834
2023-05-04,7995,3233,1831,6176,11681,9724,7350,10845
2023-05-05,7995,3234,1831,6178,11681,9724,7350,10847
2023-05-06,7996,3238,1832,6180,11681,9724,7350,10850
2023-05-07,7999,3238,1832,6185,11683,9724,7350,10860
2023-05-08,8000,3239,1832,6187,11685,9724,7350,10873
2023-05-09,8002,3243,1832,6189,11690,9729,7350,10883
2023-05-10,8003,3244,1833,6190,11689,9729,7353,10892
2023-05-11,8004,3245,1833,6191,11692,9725,7353,10896
2023-05-12,8005,3248,1833,6194,11692,9733,7353,10896
2023-05-13,8006,3249,1833,6196,11693,9733,7353,10902
2023-05-14,8008,3252,1833,6199,11693,9733,7353,10904
2023-05-15,8009,3255,1834,6201,11694,9734,7356,10923
2023-05-16,8011,3256,1835,6203,11694,9739,7368,10922
2023-05-17,8012,3258,1835,6205,11694,9745,7368,10923
2023-05-18,8014,3260,1835,6207,11698,9747,7368,10923
2023-05-19,8017,3263,1835,6212,11698,9749,7367,10928
2023-05-20,8020,3264,1836,6213,11698,9762,7368,10930
2023-05-21,8023,3266,1837,6215,11700,9762,7367,10940
2023-05-22,8024,3267,1838,6217,11706,9767,7368,10941
2023-05-23,8025,3269,1838,6220,11712,9776,7368,10948
2023-05-24,8026,3270,1839,6221,11713,9780,7368,10957
2023-05-25,8028,3272,1839,6222,11720,9780,7369,10957
2023-05-26,8029,3273,1839,6224,11721,9783,7369,10959
2023-05-27,8030,3274,1839,6228,11721,9783,7369,10963
2023-05-28,8031,3276,1839,6230,11721,9785,7369,10973
2023-05-29,8032,3276,1840,6232,11725,9786,7369,10982
2023-05-30,8034,3278,1841,6236,11725,9786,7369,10987
2023-05-31,8034,3279,1841,6239,11728,9787,7369,10994
2023-06-01,8036,3282,1842,6240,11728,9787,7369,11001
2023-06-02,8037,3283,1843,6245,11734,9791,7369,11009
2023-06-03,8038,3285,1843,6248,11736,9797,7370,11018
2023-06-04,8040,3288,1843,6250,11745,9799,7372,11020
2023-06-05,8041,3289,1844,6251,11746,9803,7372,11033
2023-06-06,8042,3290,1845,6252,11748,9805,7372,11038
2023-06-07,8043,3291,1845,6253,11754,9811,7372,11042
2023-06-08,8044,3293,1846,6254,11755,9811,7372,11047
2023-06-09,8045,3294,1847,6256,11761,9822,7372,11057
2023-06-10,8046,3296,1847,6257,11764,9822,7372,11059
2023-06-11,8047,3300,1848,6258,11767,9828,7377,11058
2023-06-12,8048,3301,1848,6260,11768,9828,7379,11059
2023-06-13,8049,3302,1848,6261,11774,9828,7379,11060
2023-06-14,8051,3303,1848,6262,11776,9828,7384,11065
2023-06-15,8052,3303,1848,6264,11784,9831,7386,11065
2023-06-16,8054,3304,1848,6267,11789,9828,7396,11065
2023-06-17,8055,3306,1848,6268,11792,9828,7396,11071
2023-06-18,8056,3309,1848,6270,11795,9828,7399,11083
2023-06-19,8057,3313,1849,6272,11795,9828,7401,11090
2023-06-20,8057,3315,1849,6272,11795,9843,7413,11094
2023-06-21,8059,3316,1850,6273,11798,9843,7418,11097
2023-06-22,8060,3320,1850,6276,11798,9847,7416,11103
2023-06-23,8061,3323,1851,6278,11800,9849,7418,11106
2023-06-24,8061,3324,1851,6282,11801,9855,7418,11110
2023-06-25,8063,3325,1851,6284,11802,9858,7418,11113
2023-06-27,8065,3329,1852,6287,11807,9859,7418,11118
2023-06-28,8068,3332,1852,6290,11807,9862,7418,11122
2023-06-29,8068,3333,1852,6292,11808,9862,7418,11119
2023-06-30,8069,3334,1853,6296,11810,9862,7418,11126
2023-07-01,8070,3336,1853,6298,11810,9865,7418,11133
2023-07-02,8073,3338,1854,6299,11811,9874,7421,11133
2023-07-03,8073,3341,1854,6302,11814,9876,7421,11138
2023-07-04,8074,3343,1854,6303,11814,9876,7422,11138
2023-07-05,8074,3344,1854,6304,11818,9878,7430,11139
2023-07-06,8076,3344,1855,6306,11821,9879,7430,11143
2023-07-07,8078,3345,1855,6309,11822,9881,7430,11148
2023-07-08,8079,3348,1856,6313,11831,9891,7426,11157
2023-07-09,8080,3349,1857,6316,11831,9891,7422,11165
2023-07-10,8083,3350,1857,6317,11832,9898,7435,11169
2023-07-11,8084,3353,1858,6319,11834,9899,7437,11173
2023-07-12,8085,3354,1858,6321,11834,9899,7444,11174
2023-07-13,8086,3355,1858,6322,11835,9901,7444,11180
2023-07-14,8089,3356,1858,6323,11838,9910,7454,11180
2023-07-15,8090,3357,1858,6328,11843,9919,7460,11184
2023-07-16,8091,3358,1859,6331,11843,9935,7460,11188
2023-07-17,8094,3359,1859,6335,11844,9932,7467,11195
2023-07-18,8096,3360,1859,6337,11847,9935,7468,11195
2023-07-19,8096,3362,1859,6337,11859,9942,7468,11199
2023-07-20,8097,3364,1859,6339,11860,9942,7477,11202
2023-07-21,8100,3365,1860,6341,11865,9953,7479,11202
2023-07-22,8101,3365,1860,6344,11873,9958,7473,11209
2023-07-23,8102,3366,1860,6346,11874,9958,7477,11209
2023-07-24,8103,3366,1861,6349,11874,9970,7480,11221
2023-07-25,8104,3367,1862,6352,11874,9970,7482,11233
2023-07-26,8105,3368,1862,6357,11879,9985,7491,11233
2023-07-27,8106,3369,1862,6358,11882,10000,7491,11241
2023-07-28,8108,3370,1862,6360,11886,10001,7495,11246
2023-07-29,8109,3372,1863,6360,11887,10001,7497,11258
2023-07-30,8110,3372,1862,6361,11892,10006,7495,11263
2023-07-31,8111,3373,1862,6363,11892,10006,7497,11263
2023-08-01,8112,3376,1863,6364,11894,10020,7501,11264
2023-08-02,8113,3376,1863,6366,11898,10021,7502,11275
2023-08-03,8115,3379,1864,6368,11902,10021,7504,11275
2023-08-04,8116,3382,1864,6369,11903,10021,7508,11276
2023-08-05,8119,3383,1864,6372,11906,10028,7515,11280
2023-08-06,8120,3385,1865,6375,11912,10029,7533,11281
2023-08-07,8121,3388,1865,6377,11920,10031,7533,11288
2023-08-08,8122,3388,1865,6378,11920,10032,7533,11285
2023-08-09,8124,3389,1866,6380,11921,10036,7533,11291
2023-08-10,8126,3390,1867,6382,11926,10036,7540,11292
2023-08-11,8128,3394,1868,6384,11941,10036,7540,11298
2023-08-12,8130,3395,1868,6386,11946,10036,7545,11302
2023-08-13,8131,3399,1868,6389,11951,10036,7545,11301
2023-08-14,8132,3402,1869,6392,11956,10036,7545,11308
2023-08-15,8133,3404,1869,6396,11957,10041,7545,11311
2023-08-16,8133,3406,1869,6397,11956,10042,7546,11314
2023-08-17,8134,3407,1869,6398,11961,10045,7546,11325
2023-08-18,8135,3409,1870,6400,11962,10048,7549,11331
2023-08-19,8136,3411,1870,6402,11967,10048,7550,11331
2023-08-20,8138,3411,1870,6405,11976,10048,7550,11333
2023-08-21,8140,3413,1870,6407,11979,10048,7557,11341
2023-08-22,8140,3413,1871,6409,11979,10048,7565,11347
2023-08-23,8141,3416,1871,6412,11980,10048,7567,11342
2023-08-24,8144,3417,1871,6415,11982,10048,7567,11347
2023-08-25,8144,3418,1871,6417,11982,10051,7567,11352
2023-08-26,8145,3419,1871,6419,11982,10054,7569,11355
2023-08-27,8147,3419,1871,6420,11982,10049,7569,11369
2023-08-28,8147,3421,1871,6423,11982,10054,7569,11382
2023-08-29,8147,3422,1872,6424,11983,10055,7569,11388
2023-08-30,8148,3423,1872,6426,11985,10055,7576,11386
2023-08-31,8149,3425,1872,6428,11987,10058,7579,11391
2023-09-01,8150,3426,1873,6430,11987,10063,7579,11391
2023-09-02,8152,3428,1873,6431,11990,10065,7579,11395
2023-09-03,8152,3430,1874,6433,11992,10067,7576,11395
2023-09-04,8153,3433,1874,6435,11992,10069,7576,11398
2023-09-05,8154,3434,1875,6437,11995,10067,7579,11399
2023-09-06,8155,3435,1875,6438,11995,10067,7580,11406
